s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
 3.5000719E+002, 4.2742061E+001, 4.4333245E+001, 4.4549462E+001, 4.3942466E+001, 5.0685013E+001, 2.5413010E+002, 2.1275125E+002, 1.9810855E+002, 1.8365445E+002, 1.6179697E+002, 1.0510538E+002, 9.8191800E+001, 9.1907820E+001, 9.4833886E+001, 9.6207876E+001, 9.5842541E+001, 8.6010655E+001, 1.1986853E-001, 1.0116106E-001, 2.0022167E+000, 2.0075500E+000, 1.9725998E+000, 1.8490363E+000, 3.9600094E-001, 4.3585929E-001, 4.7605354E-001, 5.2572423E-001, 3.5256697E+002, 3.6211969E+002, 3.9206067E+002, 4.5475739E+002, 4.6721167E+002, 2.8910792E+002, 3.9020919E+002, 4.2285085E+002, 4.3463987E+002, 4.4102478E+002
 3.6000871E+002, 4.2126658E+001, 4.3998788E+001, 4.4104385E+001, 4.3718489E+001, 4.9838850E+001, 2.4467586E+002, 2.0421324E+002, 1.8989945E+002, 1.7675090E+002, 1.5662189E+002, 1.0574439E+002, 8.4495291E+001, 8.2486422E+001, 8.5071972E+001, 8.6428672E+001, 8.5735779E+001, 7.8175457E+001, 8.0006992E-002, 7.6204673E-002, 1.7496624E+000, 1.7367039E+000, 1.6892032E+000, 1.5611561E+000, 3.6648726E-001, 4.0821245E-001, 4.3662934E-001, 4.5816498E-001, 3.2123204E+002, 3.2303057E+002, 3.4819203E+002, 4.2071859E+002, 4.3299897E+002, 2.5499266E+002, 3.5395943E+002, 3.8178382E+002, 3.9446207E+002, 4.0253072E+002
 3.7000296E+002, 4.1008702E+001, 4.3416244E+001, 4.3743815E+001, 4.3453454E+001, 4.8267243E+001, 2.3454301E+002, 1.9652235E+002, 1.8296624E+002, 1.7056687E+002, 1.5199820E+002, 1.0382052E+002, 7.4862667E+001, 7.4575825E+001, 7.7059755E+001, 7.8354239E+001, 7.8421517E+001, 7.4042279E+001, 6.8309541E-002, 7.7290675E-002, 1.7599780E+000, 1.7807121E+000, 1.7379973E+000, 1.6188813E+000, 2.7858520E-001, 3.1357910E-001, 3.4521499E-001, 3.9876494E-001, 2.9475867E+002, 2.9548951E+002, 3.1386726E+002, 3.8606670E+002, 4.0422825E+002, 2.3174592E+002, 3.1996281E+002, 3.4861347E+002, 3.6292946E+002, 3.7340847E+002
 3.8000649E+002, 3.9850545E+001, 4.2602041E+001, 4.2976093E+001, 4.2856614E+001, 4.6710473E+001, 2.2598579E+002, 1.9086553E+002, 1.7816168E+002, 1.6628387E+002, 1.4883521E+002, 1.0221582E+002, 6.7701111E+001, 6.9202210E+001, 7.1349784E+001, 7.2544329E+001, 7.3055024E+001, 6.9965451E+001, 6.7475622E-002, 7.0742985E-002, 1.5449050E+000, 1.5729151E+000, 1.5510984E+000, 1.4504505E+000, 3.0329100E-001, 3.3848237E-001, 3.6686572E-001, 3.9034936E-001, 2.7188703E+002, 2.7260165E+002, 2.8734623E+002, 3.5569360E+002, 3.7891339E+002, 2.1439233E+002, 2.9873479E+002, 3.2168550E+002, 3.3741926E+002, 3.5451383E+002
 3.9000483E+002, 3.9169588E+001, 4.2338474E+001, 4.2556347E+001, 4.2128971E+001, 4.5645031E+001, 2.1742201E+002, 1.8537048E+002, 1.7320627E+002, 1.6143295E+002, 1.4385617E+002, 9.7795486E+001, 6.2448611E+001, 6.6073614E+001, 6.8391147E+001, 6.9851263E+001, 7.0447422E+001, 6.6719091E+001, 6.2535583E-002, 5.6009393E-002, 1.4997759E+000, 1.5218974E+000, 1.4796550E+000, 1.3615599E+000, 2.8670285E-001, 3.2922276E-001, 3.6781986E-001, 4.0967654E-001, 2.5571214E+002, 2.5516112E+002, 2.6790619E+002, 3.3148508E+002, 3.5707553E+002, 2.0148096E+002, 2.7409204E+002, 2.9974855E+002, 3.1469243E+002, 3.3444177E+002
 4.0000245E+002, 3.8524854E+001, 4.1370907E+001, 4.1181206E+001, 4.0941748E+001, 4.4861848E+001, 2.0795781E+002, 1.7910366E+002, 1.6723543E+002, 1.5580837E+002, 1.3870480E+002, 9.2362957E+001, 5.8503103E+001, 6.3372058E+001, 6.5723749E+001, 6.7179672E+001, 6.7854710E+001, 6.3763624E+001, 4.6234386E-002, 3.9679273E-002, 1.4009477E+000, 1.4288696E+000, 1.4127150E+000, 1.2970402E+000, 2.4697281E-001, 2.7768696E-001, 3.0202432E-001, 3.3448715E-001, 2.4493605E+002, 2.4304446E+002, 2.5149870E+002, 3.0908229E+002, 3.3795208E+002, 1.9008934E+002, 2.5605186E+002, 2.8148529E+002, 2.9574591E+002, 3.1989119E+002
 4.1000744E+002, 3.8329767E+001, 4.2361512E+001, 4.2007492E+001, 4.1768992E+001, 4.4704176E+001, 2.0398529E+002, 1.8121177E+002, 1.7034146E+002, 1.5979235E+002, 1.4236750E+002, 9.2600239E+001, 5.5977614E+001, 6.0237228E+001, 6.2606293E+001, 6.4297507E+001, 6.5647058E+001, 6.2961719E+001, 1.0267998E-001, 1.1390289E-001, 1.6383403E+000, 1.7214415E+000, 1.7412839E+000, 1.6616565E+000, 2.3469231E-001, 2.6492033E-001, 2.9028386E-001, 3.3737043E-001, 2.3324886E+002, 2.3055962E+002, 2.3657054E+002, 2.8525969E+002, 3.1823824E+002, 1.8371190E+002, 2.3660044E+002, 2.6496626E+002, 2.7886210E+002, 3.0233574E+002
 4.2000679E+002, 3.7989492E+001, 4.3394471E+001, 4.3570528E+001, 4.3339598E+001, 4.6244852E+001, 1.9902344E+002, 1.8490939E+002, 1.7544170E+002, 1.6539171E+002, 1.4759658E+002, 9.4025244E+001, 5.3394397E+001, 5.8242797E+001, 6.0659247E+001, 6.2226249E+001, 6.3670016E+001, 6.1110992E+001, 9.2371775E-002, 1.0317406E-001, 1.5091847E+000, 1.6039201E+000, 1.6066921E+000, 1.5131761E+000, 1.9681308E-001, 2.3057368E-001, 2.5460680E-001, 2.8900257E-001, 2.1502799E+002, 2.1509267E+002, 2.2002176E+002, 2.5090000E+002, 2.8655398E+002, 1.7247613E+002, 2.1477993E+002, 2.4457861E+002, 2.5907199E+002, 2.8366614E+002
 4.3000544E+002, 3.7415943E+001, 4.4256688E+001, 4.4444252E+001, 4.4185761E+001, 4.6710114E+001, 1.9079578E+002, 1.8016799E+002, 1.7130040E+002, 1.6117166E+002, 1.4340797E+002, 9.3259990E+001, 5.0939253E+001, 5.6072537E+001, 5.8678232E+001, 6.0292233E+001, 6.1770820E+001, 5.9197617E+001, 8.5767995E-002, 9.7823108E-002, 1.2937023E+000, 1.3644147E+000, 1.3654617E+000, 1.2693134E+000, 1.8363967E-001, 2.2070255E-001, 2.5619218E-001, 2.9315080E-001, 1.9996340E+002, 2.0031000E+002, 2.0510970E+002, 2.2449531E+002, 2.5184468E+002, 1.6492337E+002, 1.8860585E+002, 2.2368967E+002, 2.4193494E+002, 2.6773516E+002
 4.4000781E+002, 3.6155645E+001, 4.4111731E+001, 4.4453661E+001, 4.4226221E+001, 4.5420280E+001, 1.7806522E+002, 1.7052045E+002, 1.6221475E+002, 1.5309489E+002, 1.3740388E+002, 9.1550194E+001, 4.8893295E+001, 5.4440425E+001, 5.7199207E+001, 5.8960249E+001, 6.0557594E+001, 5.7355630E+001, 5.2344163E-002, 7.1299957E-002, 1.1743753E+000, 1.2574623E+000, 1.2724887E+000, 1.2023148E+000, 1.7308744E-001, 2.0573769E-001, 2.3029627E-001, 2.6312616E-001, 1.9045645E+002, 1.9003128E+002, 1.9449593E+002, 2.0894020E+002, 2.2957877E+002, 1.5858886E+002, 1.7495367E+002, 2.0994170E+002, 2.2816326E+002, 2.4613297E+002
 4.5000022E+002, 3.5188474E+001, 4.3270264E+001, 4.3906579E+001, 4.3805513E+001, 4.5657418E+001, 1.6645590E+002, 1.6174969E+002, 1.5412515E+002, 1.4512987E+002, 1.2970716E+002, 8.8035626E+001, 4.7372307E+001, 5.3019715E+001, 5.5573643E+001, 5.7284150E+001, 5.8937279E+001, 5.6529629E+001, 6.4157816E-002, 6.0139742E-002, 1.0681895E+000, 1.1497709E+000, 1.1512690E+000, 1.0716574E+000, 1.8700995E-001, 2.1796086E-001, 2.3995895E-001, 2.6543004E-001, 1.7937602E+002, 1.8114771E+002, 1.8675700E+002, 1.9827501E+002, 2.1892452E+002, 1.5278608E+002, 1.6626761E+002, 1.9945331E+002, 2.1666080E+002, 2.3061235E+002
 4.6000842E+002, 3.4515242E+001, 4.2812143E+001, 4.3045619E+001, 4.3020294E+001, 4.5011385E+001, 1.5923025E+002, 1.5503058E+002, 1.4829185E+002, 1.4053110E+002, 1.2705694E+002, 8.6048435E+001, 4.5980676E+001, 5.1585833E+001, 5.4031347E+001, 5.5592158E+001, 5.7022378E+001, 5.4624272E+001, 4.8228695E-002, 6.2981437E-002, 1.0206935E+000, 1.1130083E+000, 1.1542718E+000, 1.1421993E+000, 1.5074184E-001, 1.6836176E-001, 1.8282557E-001, 1.9969621E-001, 1.7314574E+002, 1.7567130E+002, 1.8076135E+002, 1.8933379E+002, 2.0666168E+002, 1.4684081E+002, 1.5800749E+002, 1.9097043E+002, 2.0692265E+002, 2.1853830E+002
 4.7000372E+002, 3.3978998E+001, 4.1931782E+001, 4.2313231E+001, 4.2231797E+001, 4.3537264E+001, 1.5191059E+002, 1.4854724E+002, 1.4223540E+002, 1.3520266E+002, 1.2318518E+002, 8.5018886E+001, 4.4747734E+001, 5.0993366E+001, 5.3232897E+001, 5.4567495E+001, 5.5667474E+001, 5.3621416E+001, 6.9597560E-002, 7.3270523E-002, 9.8298115E-001, 1.0479015E+000, 1.0721149E+000, 1.0553788E+000, 1.5835341E-001, 1.8688133E-001, 2.0957648E-001, 2.3629810E-001, 1.6646498E+002, 1.6968140E+002, 1.7552519E+002, 1.8235331E+002, 1.9862377E+002, 1.3962531E+002, 1.5246817E+002, 1.8498714E+002, 2.0011181E+002, 2.1036627E+002
 4.8000813E+002, 3.3648885E+001, 4.1887436E+001, 4.2362099E+001, 4.2306622E+001, 4.3111483E+001, 1.4463548E+002, 1.4301380E+002, 1.3725287E+002, 1.3073026E+002, 1.1944408E+002, 8.4078141E+001, 4.3900724E+001, 5.0449068E+001, 5.2950354E+001, 5.4435304E+001, 5.5703285E+001, 5.3581611E+001, 4.0053833E-002, 4.9595514E-002, 9.3630466E-001, 1.0075224E+000, 1.0222227E+000, 9.7001530E-001, 1.5902443E-001, 1.9292245E-001, 2.1992943E-001, 2.5437548E-001, 1.6156421E+002, 1.6442932E+002, 1.7068513E+002, 1.7791197E+002, 1.9240465E+002, 1.3430260E+002, 1.4674904E+002, 1.8064864E+002, 1.9413962E+002, 2.0385994E+002
 4.9000296E+002, 3.3221926E+001, 4.0908781E+001, 4.1276417E+001, 4.1288414E+001, 4.1112023E+001, 1.3896859E+002, 1.3864485E+002, 1.3296379E+002, 1.2660029E+002, 1.1567605E+002, 8.1992455E+001, 4.3080527E+001, 4.9602631E+001, 5.2037445E+001, 5.3483314E+001, 5.4758838E+001, 5.3608473E+001, 5.0723047E-002, 5.2576084E-002, 8.6495607E-001, 9.3123525E-001, 9.5274662E-001, 9.3482445E-001, 1.3796151E-001, 1.6009140E-001, 1.7634653E-001, 1.9535977E-001, 1.5764978E+002, 1.5944337E+002, 1.6628816E+002, 1.7380087E+002, 1.8715383E+002, 1.3133583E+002, 1.4420454E+002, 1.7569741E+002, 1.8855746E+002, 1.9740330E+002
 5.0001157E+002, 3.2971984E+001, 4.0766408E+001, 4.0836438E+001, 4.0884684E+001, 4.1074133E+001, 1.3536874E+002, 1.3408319E+002, 1.2860067E+002, 1.2254649E+002, 1.1226115E+002, 8.1184798E+001, 4.2222568E+001, 4.8865558E+001, 5.1433271E+001, 5.2922659E+001, 5.4152209E+001, 5.3556660E+001, 3.9052897E-002, 3.1778808E-002, 8.6694809E-001, 9.1977525E-001, 9.2870422E-001, 8.9409328E-001, 1.3974209E-001, 1.7117574E-001, 1.9606556E-001, 2.2822595E-001, 1.5546003E+002, 1.5699360E+002, 1.6254574E+002, 1.6934952E+002, 1.8070799E+002, 1.2860186E+002, 1.4064152E+002, 1.7006840E+002, 1.8336721E+002, 1.9215157E+002
 5.1000705E+002, 3.2674456E+001, 3.9814793E+001, 3.9919778E+001, 4.0133657E+001, 4.0252120E+001, 1.3131236E+002, 1.3101408E+002, 1.2547460E+002, 1.1936537E+002, 1.0898990E+002, 7.8998752E+001, 4.1765459E+001, 4.8776324E+001, 5.1256554E+001, 5.2636937E+001, 5.3765786E+001, 5.2540103E+001, 3.6980741E-002, 4.9101826E-002, 8.4820644E-001, 9.0082605E-001, 9.0849042E-001, 8.6962090E-001, 1.4703433E-001, 1.6795856E-001, 1.8434531E-001, 2.0287900E-001, 1.5206576E+002, 1.5356818E+002, 1.5869778E+002, 1.6563446E+002, 1.7455214E+002, 1.2612689E+002, 1.3748283E+002, 1.6639575E+002, 1.7939734E+002, 1.8753167E+002
 5.2000314E+002, 3.2480843E+001, 3.9783935E+001, 4.0020580E+001, 4.0214864E+001, 4.0699111E+001, 1.2754979E+002, 1.2845289E+002, 1.2302891E+002, 1.1687045E+002, 1.0667851E+002, 7.7830352E+001, 4.1080452E+001, 4.8050717E+001, 5.0393686E+001, 5.1871882E+001, 5.3199720E+001, 5.1364076E+001, 4.3731256E-002, 5.5557094E-002, 7.8848343E-001, 8.5374541E-001, 8.6948199E-001, 8.2579238E-001, 1.2831098E-001, 1.5682309E-001, 1.8234882E-001, 2.1899099E-001, 1.4697047E+002, 1.5022148E+002, 1.5508801E+002, 1.6190971E+002, 1.7098972E+002, 1.2494284E+002, 1.3426064E+002, 1.6224389E+002, 1.7573193E+002, 1.8326162E+002
 5.3001029E+002, 3.2439860E+001, 3.9359410E+001, 3.9789104E+001, 4.0014529E+001, 4.1369874E+001, 1.2417477E+002, 1.2614170E+002, 1.2134026E+002, 1.1550275E+002, 1.0523528E+002, 7.3973723E+001, 4.0780941E+001, 4.6994866E+001, 4.9289463E+001, 5.0733276E+001, 5.2122749E+001, 5.0595741E+001, 3.9544085E-002, 4.5283508E-002, 7.8631026E-001, 8.5380588E-001, 8.7343447E-001, 8.4050416E-001, 1.1956265E-001, 1.3522878E-001, 1.5011102E-001, 1.7222299E-001, 1.4265340E+002, 1.4682372E+002, 1.5190873E+002, 1.5821267E+002, 1.6707423E+002, 1.2470421E+002, 1.3214498E+002, 1.5729166E+002, 1.7122843E+002, 1.7906275E+002
 5.4000836E+002, 3.2336747E+001, 3.9222243E+001, 3.9673050E+001, 3.9761879E+001, 4.0912835E+001, 1.2177028E+002, 1.2420909E+002, 1.1933257E+002, 1.1357000E+002, 1.0370854E+002, 7.2469910E+001, 4.0497481E+001, 4.7408624E+001, 4.9224985E+001, 5.0349111E+001, 5.1413781E+001, 5.0103675E+001, 4.5216558E-002, 4.9463134E-002, 7.7970908E-001, 8.3671733E-001, 8.5056081E-001, 8.3273804E-001, 1.4404231E-001, 1.6107786E-001, 1.7377166E-001, 1.8854328E-001, 1.4193649E+002, 1.4425389E+002, 1.4874689E+002, 1.5480401E+002, 1.6217713E+002, 1.2070342E+002, 1.3251022E+002, 1.5547998E+002, 1.6732635E+002, 1.7503269E+002
 5.5001095E+002, 3.2172568E+001, 3.9262142E+001, 3.9796179E+001, 3.9957039E+001, 4.1267686E+001, 1.1890357E+002, 1.2176383E+002, 1.1734037E+002, 1.1203720E+002, 1.0281398E+002, 7.1402828E+001, 4.0075452E+001, 4.6745616E+001, 4.8425315E+001, 4.9453832E+001, 5.0366911E+001, 4.9984336E+001, 4.0832561E-002, 5.9164722E-002, 7.0994643E-001, 7.7205698E-001, 7.9698876E-001, 7.7647092E-001, 1.1722700E-001, 1.3467360E-001, 1.4772560E-001, 1.6651138E-001, 1.3854532E+002, 1.4091709E+002, 1.4618815E+002, 1.5221136E+002, 1.5935461E+002, 1.1944860E+002, 1.2993561E+002, 1.5265223E+002, 1.6366086E+002, 1.7023645E+002
 5.6000925E+002, 3.2038601E+001, 3.8362644E+001, 3.9125697E+001, 3.9341038E+001, 4.0897103E+001, 1.1642908E+002, 1.1820902E+002, 1.1353470E+002, 1.0818338E+002, 9.9396331E+001, 7.0207854E+001, 3.9841618E+001, 4.5977889E+001, 4.7576890E+001, 4.8497227E+001, 4.9496616E+001, 4.9765741E+001, 2.5967533E-002, 2.5724024E-002, 7.0955221E-001, 7.4935295E-001, 7.4413527E-001, 6.9528787E-001, 1.1000427E-001, 1.2627615E-001, 1.3812548E-001, 1.5538900E-001, 1.3550534E+002, 1.3868153E+002, 1.4364572E+002, 1.4950797E+002, 1.5765758E+002, 1.1766049E+002, 1.2505475E+002, 1.4905522E+002, 1.6102298E+002, 1.6723440E+002
 5.7000311E+002, 3.2023013E+001, 3.8122849E+001, 3.8765662E+001, 3.8937100E+001, 4.0540309E+001, 1.1458766E+002, 1.1643828E+002, 1.1180552E+002, 1.0663036E+002, 9.7744795E+001, 6.9724906E+001, 3.9639520E+001, 4.5410299E+001, 4.6974939E+001, 4.7846672E+001, 4.8985125E+001, 4.9077169E+001, 4.2087373E-002, 4.7657192E-002, 7.0178241E-001, 7.5554202E-001, 7.7889524E-001, 7.6695775E-001, 1.1671069E-001, 1.3602429E-001, 1.5038071E-001, 1.6658513E-001, 1.3485792E+002, 1.3736305E+002, 1.4073702E+002, 1.4599364E+002, 1.5402447E+002, 1.1490704E+002, 1.2109151E+002, 1.4515683E+002, 1.5846185E+002, 1.6463010E+002
 5.8000581E+002, 3.2089817E+001, 3.8476390E+001, 3.9265879E+001, 3.9328432E+001, 4.0153211E+001, 1.1293666E+002, 1.1555009E+002, 1.1127190E+002, 1.0635442E+002, 9.7963988E+001, 7.0365274E+001, 3.9332174E+001, 4.5356218E+001, 4.7066508E+001, 4.8043266E+001, 4.9052145E+001, 4.8372785E+001, 4.2716160E-002, 5.4062684E-002, 6.6958863E-001, 7.2100645E-001, 7.3380067E-001, 7.1417967E-001, 1.1154264E-001, 1.3001955E-001, 1.4290894E-001, 1.6058953E-001, 1.3149440E+002, 1.3445168E+002, 1.3900151E+002, 1.4334317E+002, 1.5088747E+002, 1.1395628E+002, 1.1939282E+002, 1.4343798E+002, 1.5525497E+002, 1.6190858E+002
 5.9000972E+002, 3.2025551E+001, 3.8204881E+001, 3.9093125E+001, 3.9231671E+001, 3.9733011E+001, 1.1059033E+002, 1.1327450E+002, 1.0928128E+002, 1.0471283E+002, 9.7002787E+001, 7.0373706E+001, 3.8891951E+001, 4.5219273E+001, 4.6892176E+001, 4.7805373E+001, 4.8698264E+001, 4.7565265E+001, 3.0296374E-002, 4.2763922E-002, 6.5839501E-001, 7.1849684E-001, 7.4649323E-001, 7.4301976E-001, 1.1777487E-001, 1.3763430E-001, 1.5118373E-001, 1.7355603E-001, 1.2912120E+002, 1.3230982E+002, 1.3682900E+002, 1.4107692E+002, 1.4894889E+002, 1.1159239E+002, 1.1802646E+002, 1.4175989E+002, 1.5270940E+002, 1.5921449E+002
 6.0001377E+002, 3.1954053E+001, 3.7783194E+001, 3.8629876E+001, 3.8810264E+001, 3.9085350E+001, 1.0887427E+002, 1.1109216E+002, 1.0733114E+002, 1.0297647E+002, 9.5611715E+001, 6.9882811E+001, 3.8636574E+001, 4.5207503E+001, 4.6975494E+001, 4.7907060E+001, 4.8712254E+001, 4.7510619E+001, 2.8219514E-002, 3.3025749E-002, 6.1799571E-001, 6.7369278E-001, 6.9351462E-001, 6.8416778E-001, 1.0798583E-001, 1.2691997E-001, 1.4242089E-001, 1.5282271E-001, 1.2841456E+002, 1.3069398E+002, 1.3487034E+002, 1.3867570E+002, 1.4485411E+002, 1.1082260E+002, 1.1660355E+002, 1.3964425E+002, 1.5006297E+002, 1.5600806E+002
 6.1000639E+002, 3.2083645E+001, 3.7181495E+001, 3.8010264E+001, 3.8137294E+001, 3.8800840E+001, 1.0721563E+002, 1.0930888E+002, 1.0553237E+002, 1.0124826E+002, 9.4109325E+001, 6.9315203E+001, 3.8517708E+001, 4.5288369E+001, 4.6920918E+001, 4.7817003E+001, 4.8653486E+001, 4.7292867E+001, 2.8854762E-002, 2.6451058E-002, 6.2176717E-001, 6.5957799E-001, 6.6591487E-001, 6.3655912E-001, 1.1122391E-001, 1.2934580E-001, 1.4258000E-001, 1.6539189E-001, 1.2709958E+002, 1.2851273E+002, 1.3253777E+002, 1.3653837E+002, 1.4164334E+002, 1.0980022E+002, 1.1586454E+002, 1.3699568E+002, 1.4795208E+002, 1.5368865E+002
 6.2000213E+002, 3.2046492E+001, 3.6683125E+001, 3.7968608E+001, 3.8316786E+001, 3.8703383E+001, 1.0609182E+002, 1.0773883E+002, 1.0359897E+002, 9.8780301E+001, 9.1169974E+001, 6.7992242E+001, 3.8309736E+001, 4.4970264E+001, 4.6534373E+001, 4.7470236E+001, 4.8358282E+001, 4.7414022E+001, 2.2543624E-002, 4.6273341E-002, 6.1068931E-001, 6.4502263E-001, 6.3933128E-001, 6.0081837E-001, 1.0570341E-001, 1.2095130E-001, 1.3050999E-001, 1.4603655E-001, 1.2541945E+002, 1.2686669E+002, 1.3087277E+002, 1.3479552E+002, 1.4001995E+002, 1.0834570E+002, 1.1349459E+002, 1.3383335E+002, 1.4538573E+002, 1.5104787E+002
 6.3000118E+002, 3.1988453E+001, 3.6549564E+001, 3.7865507E+001, 3.8241056E+001, 3.8623312E+001, 1.0416631E+002, 1.0556559E+002, 1.0127557E+002, 9.6359614E+001, 8.8933908E+001, 6.6940791E+001, 3.8088593E+001, 4.4574009E+001, 4.6088792E+001, 4.6958263E+001, 4.7720845E+001, 4.7970572E+001, 3.3894391E-002, 5.2593527E-002, 5.7175210E-001, 6.1719046E-001, 6.2881472E-001, 6.1972434E-001, 9.2735188E-002, 1.0967964E-001, 1.2391356E-001, 1.3617966E-001, 1.2184623E+002, 1.2434283E+002, 1.2919671E+002, 1.3321176E+002, 1.3857626E+002, 1.0640278E+002, 1.1146276E+002, 1.3196677E+002, 1.4372291E+002, 1.4955422E+002
 6.4000467E+002, 3.2008519E+001, 3.6629258E+001, 3.8293270E+001, 3.9035127E+001, 3.9348306E+001, 1.0288409E+002, 1.0485024E+002, 1.0117105E+002, 9.6811736E+001, 8.9753406E+001, 6.7475760E+001, 3.8217483E+001, 4.4012607E+001, 4.5543781E+001, 4.6379209E+001, 4.6886633E+001, 4.7242219E+001, 2.4632442E-002, 4.5285591E-002, 6.0808471E-001, 6.6053990E-001, 6.8208526E-001, 6.6827886E-001, 8.8437472E-002, 1.0373665E-001, 1.1629871E-001, 1.2668506E-001, 1.1960784E+002, 1.2287209E+002, 1.2806053E+002, 1.3176702E+002, 1.3801207E+002, 1.0677713E+002, 1.1162183E+002, 1.3001373E+002, 1.4178846E+002, 1.4751957E+002
 6.5000794E+002, 3.1949448E+001, 3.6081600E+001, 3.7850895E+001, 3.8621635E+001, 3.9051483E+001, 1.0149508E+002, 1.0356788E+002, 9.9960095E+001, 9.5733904E+001, 8.8742845E+001, 6.6461804E+001, 3.8010973E+001, 4.3156600E+001, 4.4763775E+001, 4.5626487E+001, 4.6167149E+001, 4.6305708E+001, 2.0641238E-002, 2.8436175E-002, 5.5709541E-001, 6.0108531E-001, 6.0881321E-001, 5.8456399E-001, 9.1744393E-002, 1.0975944E-001, 1.2227840E-001, 1.3509530E-001, 1.1781510E+002, 1.2076273E+002, 1.2552137E+002, 1.2933324E+002, 1.3487308E+002, 1.0430163E+002, 1.1033649E+002, 1.2940464E+002, 1.3945614E+002, 1.4514303E+002
 6.6000699E+002, 3.1788470E+001, 3.6102672E+001, 3.7445583E+001, 3.8090838E+001, 3.8756598E+001, 9.9740854E+001, 1.0271481E+002, 9.9690737E+001, 9.6006955E+001, 8.9410748E+001, 6.6035405E+001, 3.7880844E+001, 4.2687612E+001, 4.4313305E+001, 4.5202076E+001, 4.5756636E+001, 4.5960364E+001, 2.9869032E-002, 3.3838392E-002, 5.5067407E-001, 6.0510451E-001, 6.2951163E-001, 6.2519162E-001, 8.1846926E-002, 9.2615313E-002, 1.0094675E-001, 1.1136465E-001, 1.1570352E+002, 1.1889716E+002, 1.2349534E+002, 1.2752335E+002, 1.3315683E+002, 1.0213044E+002, 1.0760456E+002, 1.2797512E+002, 1.3733046E+002, 1.4288347E+002
 6.7001649E+002, 3.1618528E+001, 3.5909485E+001, 3.7126427E+001, 3.7899710E+001, 3.8588275E+001, 9.8036900E+001, 1.0028054E+002, 9.6690044E+001, 9.2654691E+001, 8.6156286E+001, 6.4981872E+001, 3.7622169E+001, 4.2504724E+001, 4.3994250E+001, 4.4763796E+001, 4.5373217E+001, 4.5762446E+001, 3.6164051E-002, 3.8512046E-002, 5.5028564E-001, 5.6447060E-001, 5.4862789E-001, 5.1039381E-001, 9.6354606E-002, 1.1222030E-001, 1.2223194E-001, 1.3637685E-001, 1.1451255E+002, 1.1731482E+002, 1.2206719E+002, 1.2605411E+002, 1.3134976E+002, 1.0202456E+002, 1.0680350E+002, 1.2563248E+002, 1.3543886E+002, 1.4097294E+002
 6.8000269E+002, 3.1613878E+001, 3.6593335E+001, 3.7551091E+001, 3.8234611E+001, 3.8384836E+001, 9.7373576E+001, 1.0024134E+002, 9.6619521E+001, 9.2471463E+001, 8.5642949E+001, 6.3981763E+001, 3.7469811E+001, 4.2121678E+001, 4.3837400E+001, 4.4767853E+001, 4.5457185E+001, 4.5467289E+001, 3.1882549E-002, 4.1504414E-002, 5.7028308E-001, 6.2379306E-001, 6.4338648E-001, 6.2544828E-001, 8.0555780E-002, 9.9079457E-002, 1.1324918E-001, 1.3176977E-001, 1.1341345E+002, 1.1606859E+002, 1.2064476E+002, 1.2530772E+002, 1.3073186E+002, 1.0142895E+002, 1.0633460E+002, 1.2348045E+002, 1.3404369E+002, 1.3959213E+002
 6.9000975E+002, 3.1709020E+001, 3.6254247E+001, 3.7279690E+001, 3.7951978E+001, 3.8481463E+001, 9.6535034E+001, 9.9710768E+001, 9.6397790E+001, 9.2407363E+001, 8.5842177E+001, 6.4254216E+001, 3.7489476E+001, 4.1783182E+001, 4.3576523E+001, 4.4692409E+001, 4.5743131E+001, 4.5672930E+001, 1.5278270E-002, 2.3929286E-002, 5.1222379E-001, 5.5173808E-001, 5.6406086E-001, 5.5986429E-001, 7.9901404E-002, 9.1472545E-002, 1.0474732E-001, 1.2829917E-001, 1.1339181E+002, 1.1504398E+002, 1.1931024E+002, 1.2343543E+002, 1.2860134E+002, 1.0083855E+002, 1.0524207E+002, 1.2156723E+002, 1.3187063E+002, 1.3724014E+002
 7.0001513E+002, 3.1631333E+001, 3.6348561E+001, 3.7215092E+001, 3.7733954E+001, 3.8336202E+001, 9.5529563E+001, 9.7510087E+001, 9.3989600E+001, 8.9821920E+001, 8.3007656E+001, 6.2220066E+001, 3.7348970E+001, 4.1568219E+001, 4.3342426E+001, 4.4524589E+001, 4.5860657E+001, 4.6129562E+001, 3.3172086E-002, 3.9099483E-002, 5.2169339E-001, 5.5401520E-001, 5.4981177E-001, 5.0270463E-001, 8.0461088E-002, 9.8698757E-002, 1.1512838E-001, 1.3815852E-001, 1.1205299E+002, 1.1360786E+002, 1.1793805E+002, 1.2154362E+002, 1.2639849E+002, 1.0032246E+002, 1.0391252E+002, 1.2000786E+002, 1.3042924E+002, 1.3578681E+002
