s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
Time,TC_23,TC_20,TC_17,TC_14,TC_3,TC_22,TC_19,TC_16,TC_13,TC_11,TC_2,TC_21,TC_18,TC_15,TC_12,TC_10,TC_1,HF_10,HF_5,HF_9,HF_7,HF_4,HF_2,HF_8,HF_6,HF_3,HF_1,TC_32,TC_31,TC_30,TC_29,TC_28,TC_37,TC_36,TC_35,TC_34,TC_33
 7.0000749E+002, 4.4013267E+001, 3.2184866E+001, 3.2218796E+001, 3.2664765E+001, 3.3393731E+001, 5.7780795E+001, 5.3232718E+001, 5.1302160E+001, 4.9964897E+001, 4.8126262E+001, 4.3612527E+001, 4.7061744E+001, 4.1742777E+001, 4.4243776E+001, 4.6541429E+001, 4.8442946E+001, 4.8099410E+001, 2.4306820E-002, 2.2582322E-002, 1.3785908E-001, 1.4749571E-001, 1.4950739E-001, 1.4753470E-001, 8.7593274E-002, 9.0649687E-002, 1.0128595E-001, 1.2979232E-001, 7.8216979E+001, 7.8012159E+001, 7.9287764E+001, 8.0837548E+001, 8.3216284E+001, 6.6264144E+001, 6.6252635E+001, 6.9620215E+001, 7.5311449E+001, 8.1227346E+001
 7.1000250E+002, 4.4107455E+001, 3.2221105E+001, 3.2514561E+001, 3.2922060E+001, 3.3576749E+001, 5.7111423E+001, 5.3216703E+001, 5.1588570E+001, 5.0308882E+001, 4.8449548E+001, 4.3853214E+001, 4.6879702E+001, 4.0620627E+001, 4.3082043E+001, 4.5286761E+001, 4.7183217E+001, 4.7033517E+001, 1.9621566E-002, 2.4157587E-002, 1.6719234E-001, 1.6759320E-001, 1.6741414E-001, 1.6568849E-001, 9.9472917E-002, 1.1347518E-001, 1.3096211E-001, 1.5944495E-001, 7.7842142E+001, 7.7100778E+001, 7.8285736E+001, 8.0101963E+001, 8.2617538E+001, 6.6356919E+001, 6.6832795E+001, 6.9891671E+001, 7.5041962E+001, 8.0865254E+001
 7.2000311E+002, 4.3353767E+001, 3.2051603E+001, 3.2430542E+001, 3.2908747E+001, 3.4119945E+001, 5.6843103E+001, 5.3520714E+001, 5.1947437E+001, 5.0697004E+001, 4.9094423E+001, 4.3461143E+001, 4.7116870E+001, 4.0913488E+001, 4.3554486E+001, 4.5933974E+001, 4.7820994E+001, 4.7573059E+001, 1.7413967E-002, 1.4999234E-002, 1.6680752E-001, 1.6127562E-001, 1.6091665E-001, 1.5635662E-001, 1.0445468E-001, 1.1517018E-001, 1.3671977E-001, 1.6175054E-001, 7.7703244E+001, 7.7148683E+001, 7.7414666E+001, 7.9074641E+001, 8.1592081E+001, 6.5470746E+001, 6.6237534E+001, 7.0020426E+001, 7.5707838E+001, 8.1508670E+001
 7.3001122E+002, 4.4033855E+001, 3.1879488E+001, 3.2180675E+001, 3.2549384E+001, 3.4227110E+001, 5.6283410E+001, 5.1928026E+001, 5.0470418E+001, 4.9316689E+001, 4.7905091E+001, 4.3336190E+001, 4.5931693E+001, 4.0923303E+001, 4.3309094E+001, 4.5345103E+001, 4.7050985E+001, 4.7667679E+001, 1.7556465E-002, 1.4481342E-002, 1.5638265E-001, 1.5173242E-001, 1.4857425E-001, 1.4561779E-001, 1.1041701E-001, 1.2421132E-001, 1.3940467E-001, 1.7097577E-001, 7.6397533E+001, 7.6097335E+001, 7.6897105E+001, 7.8553726E+001, 8.0917773E+001, 6.4568093E+001, 6.5486232E+001, 6.9402403E+001, 7.5310585E+001, 8.1770729E+001
 7.4001060E+002, 4.4798494E+001, 3.1787208E+001, 3.2109763E+001, 3.2284615E+001, 3.4312600E+001, 5.6465948E+001, 5.2115041E+001, 5.0426146E+001, 4.8946140E+001, 4.7900710E+001, 4.3163614E+001, 4.5224515E+001, 4.0332862E+001, 4.2780665E+001, 4.4881795E+001, 4.6924753E+001, 4.7436636E+001, 1.7786090E-002, 1.6174210E-002, 1.4121521E-001, 1.2753517E-001, 1.0462331E-001, 1.0052197E-001, 8.0040924E-002, 8.5917248E-002, 9.6169741E-002, 1.2218931E-001, 7.5674326E+001, 7.5470534E+001, 7.6103726E+001, 7.7657773E+001, 8.0131309E+001, 6.4218680E+001, 6.4970836E+001, 6.8415390E+001, 7.3995835E+001, 8.0020282E+001
 7.5000363E+002, 4.4963520E+001, 3.1737624E+001, 3.1973665E+001, 3.2163683E+001, 3.4215932E+001, 5.6092432E+001, 5.0782506E+001, 4.9149932E+001, 4.7501968E+001, 4.6314930E+001, 4.2164987E+001, 4.4567132E+001, 3.9721454E+001, 4.1956165E+001, 4.3919132E+001, 4.5847256E+001, 4.6023227E+001, 1.7848567E-002, 1.4468713E-002, 1.2464986E-001, 1.1628903E-001, 1.0996091E-001, 1.0094390E-001, 9.8418691E-002, 1.0636032E-001, 1.2902829E-001, 1.5158050E-001, 7.5453390E+001, 7.5100383E+001, 7.5366212E+001, 7.6837514E+001, 7.9149519E+001, 6.4119181E+001, 6.4769457E+001, 6.7898318E+001, 7.3386378E+001, 7.8909570E+001
 7.6001470E+002, 4.4821240E+001, 3.1750057E+001, 3.1839132E+001, 3.1957029E+001, 3.3922929E+001, 5.5886838E+001, 5.0109354E+001, 4.8263055E+001, 4.6814053E+001, 4.5456921E+001, 4.1272745E+001, 4.4102371E+001, 4.0795871E+001, 4.2807081E+001, 4.4504212E+001, 4.6251263E+001, 4.6580187E+001, 1.7870845E-002, 1.3529317E-002, 1.4190294E-001, 1.2335936E-001, 1.1727212E-001, 1.0818805E-001, 1.1161075E-001, 1.1920964E-001, 1.2918439E-001, 1.6035612E-001, 7.3974159E+001, 7.3668772E+001, 7.4122191E+001, 7.5889304E+001, 7.8173583E+001, 6.2514871E+001, 6.3260418E+001, 6.7055731E+001, 7.2933536E+001, 7.8820831E+001
 7.7001133E+002, 4.4744737E+001, 3.1704389E+001, 3.1710842E+001, 3.1801060E+001, 3.3638989E+001, 5.5300749E+001, 4.9104032E+001, 4.7562885E+001, 4.6566384E+001, 4.5342913E+001, 4.0802883E+001, 4.3810679E+001, 4.0777017E+001, 4.2858194E+001, 4.4613304E+001, 4.6475064E+001, 4.6282672E+001, 1.6176081E-002, 1.4166728E-002, 1.1172005E-001, 1.0711102E-001, 1.1468955E-001, 1.2267775E-001, 9.7897201E-002, 1.1678977E-001, 1.3893335E-001, 1.6086678E-001, 7.3052549E+001, 7.3168281E+001, 7.3758511E+001, 7.5265053E+001, 7.7483055E+001, 6.2345119E+001, 6.2964704E+001, 6.6467423E+001, 7.2101894E+001, 7.7930309E+001
 7.8000205E+002, 4.4582289E+001, 3.1587086E+001, 3.1550851E+001, 3.1636957E+001, 3.3616888E+001, 5.5255387E+001, 4.9252928E+001, 4.7986334E+001, 4.7105614E+001, 4.5754772E+001, 4.0770542E+001, 4.3990398E+001, 4.1023822E+001, 4.3774090E+001, 4.5370452E+001, 4.6802179E+001, 4.5949378E+001, 1.6219481E-002, 1.2967394E-002, 1.5426524E-001, 1.5771039E-001, 1.5235693E-001, 1.4050113E-001, 1.0260513E-001, 1.2936832E-001, 1.4281202E-001, 1.5750968E-001, 7.2816586E+001, 7.2730778E+001, 7.3348127E+001, 7.5020791E+001, 7.7298037E+001, 6.2756182E+001, 6.3217337E+001, 6.6166196E+001, 7.0800046E+001, 7.5768978E+001
 7.9000478E+002, 4.4326160E+001, 3.1590857E+001, 3.1582677E+001, 3.1610894E+001, 3.3469800E+001, 5.5053963E+001, 4.9962733E+001, 4.8960645E+001, 4.8140307E+001, 4.6774596E+001, 4.1623620E+001, 4.3874253E+001, 4.0941526E+001, 4.3893310E+001, 4.5489509E+001, 4.6930053E+001, 4.5841897E+001, 1.6850155E-002, 1.4386661E-002, 1.3500821E-001, 1.4506961E-001, 1.5017939E-001, 1.4694557E-001, 9.8516208E-002, 1.2138143E-001, 1.3842762E-001, 1.6202463E-001, 7.2574240E+001, 7.2570225E+001, 7.3121318E+001, 7.4467107E+001, 7.6648511E+001, 6.2856663E+001, 6.3349073E+001, 6.5959137E+001, 7.0316851E+001, 7.4688054E+001
 8.0000838E+002, 4.4096472E+001, 3.1526427E+001, 3.1591059E+001, 3.1607665E+001, 3.3836306E+001, 5.4395834E+001, 4.9489911E+001, 4.8673136E+001, 4.7820479E+001, 4.6453745E+001, 4.2024379E+001, 4.3737522E+001, 4.1471184E+001, 4.4224368E+001, 4.5814246E+001, 4.7255621E+001, 4.6279291E+001, 1.5476234E-002, 1.6178741E-002, 1.0454732E-001, 1.1063017E-001, 1.1069050E-001, 1.1204842E-001, 1.0358591E-001, 1.1376525E-001, 1.2862584E-001, 1.5057530E-001, 7.1552115E+001, 7.1374651E+001, 7.2166895E+001, 7.3377561E+001, 7.5677715E+001, 6.1810723E+001, 6.2494344E+001, 6.5162824E+001, 6.9613729E+001, 7.3895900E+001
 8.1001226E+002, 4.3717239E+001, 3.1470554E+001, 3.1575833E+001, 3.1678260E+001, 3.3443797E+001, 5.4379631E+001, 4.8092171E+001, 4.6966130E+001, 4.6193259E+001, 4.5008513E+001, 4.1436121E+001, 4.3403849E+001, 4.1232108E+001, 4.3631378E+001, 4.5103577E+001, 4.6311586E+001, 4.5720130E+001, 1.5556635E-002, 1.2297928E-002, 1.1734307E-001, 9.4696706E-002, 9.1417075E-002, 8.4677272E-002, 1.0187599E-001, 1.1707628E-001, 1.3464591E-001, 1.4444954E-001, 7.1261236E+001, 7.0950138E+001, 7.1332272E+001, 7.2750471E+001, 7.4919044E+001, 6.1073382E+001, 6.1756740E+001, 6.4738077E+001, 6.9397520E+001, 7.3965912E+001
 8.2000671E+002, 4.3139660E+001, 3.1466478E+001, 3.1521035E+001, 3.1576620E+001, 3.3055292E+001, 5.4045442E+001, 4.8481417E+001, 4.7034359E+001, 4.6493607E+001, 4.5463662E+001, 4.1311423E+001, 4.3233480E+001, 4.1823462E+001, 4.4014051E+001, 4.5437330E+001, 4.6569811E+001, 4.5782257E+001, 1.5105806E-002, 1.3503460E-002, 1.2754708E-001, 1.2896068E-001, 1.3823221E-001, 1.5129199E-001, 9.9917220E-002, 1.1071945E-001, 1.2730474E-001, 1.4872047E-001, 7.1699419E+001, 7.1378943E+001, 7.1455895E+001, 7.2502660E+001, 7.4710719E+001, 6.0305209E+001, 6.0567256E+001, 6.4089315E+001, 6.8912789E+001, 7.3343563E+001
 8.3000183E+002, 4.2531767E+001, 3.1339317E+001, 3.1419305E+001, 3.1633591E+001, 3.3137754E+001, 5.3356801E+001, 4.8617798E+001, 4.7457924E+001, 4.6826712E+001, 4.5796533E+001, 4.1372970E+001, 4.3789750E+001, 4.1757210E+001, 4.3958794E+001, 4.5484334E+001, 4.6550889E+001, 4.5325581E+001, 1.4110328E-002, 1.4849352E-002, 1.1915932E-001, 1.1356597E-001, 1.0460791E-001, 9.4732080E-002, 8.6858741E-002, 1.0175659E-001, 1.1733628E-001, 1.2968822E-001, 7.0455453E+001, 7.0202328E+001, 7.0461061E+001, 7.1387355E+001, 7.3746827E+001, 5.9581713E+001, 6.0176171E+001, 6.4123780E+001, 6.9022567E+001, 7.3904905E+001
 8.4001427E+002, 4.1895387E+001, 3.1236515E+001, 3.1293264E+001, 3.1540925E+001, 3.3090654E+001, 5.2177999E+001, 4.7216927E+001, 4.6254917E+001, 4.5787073E+001, 4.4495974E+001, 4.0658172E+001, 4.3478687E+001, 4.0820104E+001, 4.2695628E+001, 4.4222515E+001, 4.5251758E+001, 4.4432567E+001, 1.3777062E-002, 1.1639170E-002, 8.7711384E-002, 8.2457011E-002, 8.7556768E-002, 8.5645601E-002, 8.1863249E-002, 8.9853512E-002, 1.0320874E-001, 1.1663123E-001, 6.8749960E+001, 6.8498703E+001, 6.9376594E+001, 7.0680518E+001, 7.2969432E+001, 5.9376988E+001, 6.0237682E+001, 6.3538491E+001, 6.8197621E+001, 7.3252168E+001
 8.5001416E+002, 4.1408076E+001, 3.1306786E+001, 3.1324947E+001, 3.1552435E+001, 3.3303855E+001, 5.1853246E+001, 4.7043729E+001, 4.5934380E+001, 4.5631034E+001, 4.4490762E+001, 4.0469807E+001, 4.4335670E+001, 4.0199778E+001, 4.2033695E+001, 4.3592258E+001, 4.4705399E+001, 4.4392812E+001, 1.5422215E-002, 1.4103864E-002, 1.2290322E-001, 1.1686877E-001, 1.2194660E-001, 1.2419920E-001, 8.4107656E-002, 9.7279031E-002, 1.1407419E-001, 1.3240825E-001, 6.8710731E+001, 6.8636365E+001, 6.9162321E+001, 7.0564032E+001, 7.2504771E+001, 5.9811976E+001, 6.0279970E+001, 6.2920400E+001, 6.7015173E+001, 7.1140342E+001
 8.6000919E+002, 4.1216026E+001, 3.1214512E+001, 3.1236673E+001, 3.1454687E+001, 3.3527041E+001, 5.1724007E+001, 4.6642531E+001, 4.5634619E+001, 4.5569355E+001, 4.4568651E+001, 4.0483515E+001, 4.4987262E+001, 3.9585538E+001, 4.1308706E+001, 4.2927025E+001, 4.3956247E+001, 4.4533771E+001, 1.3323006E-002, 1.1726477E-002, 9.9827347E-002, 1.0049118E-001, 1.0225074E-001, 1.0099173E-001, 6.8756615E-002, 7.0901221E-002, 7.7805852E-002, 9.2706192E-002, 6.8737839E+001, 6.8376358E+001, 6.9083936E+001, 7.0496936E+001, 7.2399151E+001, 6.0209980E+001, 6.0300973E+001, 6.2405653E+001, 6.6427034E+001, 7.0389381E+001
 8.7000555E+002, 4.1103515E+001, 3.1131928E+001, 3.1145197E+001, 3.1343437E+001, 3.3359601E+001, 5.1740393E+001, 4.7165535E+001, 4.5980234E+001, 4.5752805E+001, 4.4681152E+001, 4.0803661E+001, 4.6121979E+001, 3.9289511E+001, 4.1005063E+001, 4.2557774E+001, 4.3805928E+001, 4.4247538E+001, 1.3420806E-002, 1.2312727E-002, 1.1888685E-001, 1.2389581E-001, 1.2935156E-001, 1.2596835E-001, 8.3418686E-002, 9.8202079E-002, 1.1329769E-001, 1.3643614E-001, 6.7762135E+001, 6.7806861E+001, 6.7969019E+001, 6.9064787E+001, 7.1287387E+001, 5.8917562E+001, 5.9451768E+001, 6.1726402E+001, 6.5882715E+001, 7.0097368E+001
 8.8000270E+002, 4.0858999E+001, 3.1275635E+001, 3.1200272E+001, 3.1392602E+001, 3.3432104E+001, 5.1200477E+001, 4.6774591E+001, 4.5830133E+001, 4.5690787E+001, 4.4783103E+001, 4.0804554E+001, 4.5539692E+001, 3.9476725E+001, 4.1353730E+001, 4.2916433E+001, 4.4269756E+001, 4.4458843E+001, 1.6873442E-002, 1.2569911E-002, 1.1314956E-001, 1.0348644E-001, 9.3958704E-002, 9.7706859E-002, 8.9622378E-002, 1.1182063E-001, 1.2150905E-001, 1.3832092E-001, 6.8557861E+001, 6.8246330E+001, 6.8282390E+001, 6.9231439E+001, 7.1309429E+001, 5.8196993E+001, 5.9088331E+001, 6.1502169E+001, 6.5565730E+001, 6.9684985E+001
 8.9001447E+002, 4.0755110E+001, 3.1335398E+001, 3.1237307E+001, 3.1329907E+001, 3.3348586E+001, 5.1631268E+001, 4.6920566E+001, 4.5790157E+001, 4.5246855E+001, 4.4397834E+001, 4.0991335E+001, 4.4934740E+001, 3.9402561E+001, 4.1900556E+001, 4.3381192E+001, 4.4586947E+001, 4.4053136E+001, 1.4512095E-002, 1.0875353E-002, 1.1474847E-001, 1.1102210E-001, 1.0428995E-001, 9.6157663E-002, 7.6488221E-002, 9.6472215E-002, 1.1218828E-001, 1.2933974E-001, 6.7211236E+001, 6.7420184E+001, 6.7659385E+001, 6.9054183E+001, 7.1007447E+001, 5.7254858E+001, 5.8479010E+001, 6.1224960E+001, 6.5244475E+001, 6.9038413E+001
 9.0000978E+002, 4.0792221E+001, 3.1432054E+001, 3.1207659E+001, 3.1247082E+001, 3.3079944E+001, 5.1574233E+001, 4.7116390E+001, 4.5896352E+001, 4.4793185E+001, 4.3831355E+001, 4.0509681E+001, 4.3779954E+001, 3.9979270E+001, 4.2298787E+001, 4.3654805E+001, 4.4886152E+001, 4.4218966E+001, 1.3809397E-002, 1.0657727E-002, 1.2400955E-001, 1.1618117E-001, 1.0293805E-001, 9.4206016E-002, 9.0975931E-002, 1.0260552E-001, 1.1491791E-001, 1.3185763E-001, 6.6603543E+001, 6.6871920E+001, 6.7473948E+001, 6.8743498E+001, 7.0571423E+001, 5.6698793E+001, 5.8102586E+001, 6.0856016E+001, 6.4918745E+001, 6.8931828E+001
 9.1001025E+002, 4.0747396E+001, 3.1628193E+001, 3.1418179E+001, 3.1400370E+001, 3.2951141E+001, 5.0907064E+001, 4.6783198E+001, 4.5428976E+001, 4.4464789E+001, 4.3520854E+001, 3.9859899E+001, 4.2971427E+001, 3.9794445E+001, 4.1994499E+001, 4.3376082E+001, 4.4528391E+001, 4.4331196E+001, 1.7864466E-002, 1.6012070E-002, 9.6530537E-002, 9.2171878E-002, 9.8614165E-002, 1.0190566E-001, 7.9732986E-002, 8.7372404E-002, 1.0298565E-001, 1.1646976E-001, 6.6239696E+001, 6.7479003E+001, 6.9265031E+001, 7.0368833E+001, 7.1832203E+001, 5.6820719E+001, 5.8631376E+001, 6.2372323E+001, 6.6846530E+001, 7.0836907E+001
 9.2000564E+002, 4.2267847E+001, 3.1478774E+001, 3.1571207E+001, 3.1538625E+001, 3.3325045E+001, 5.2971656E+001, 4.6461713E+001, 4.5577138E+001, 4.5383062E+001, 4.5297478E+001, 4.2257745E+001, 4.5772219E+001, 4.2491568E+001, 4.4855433E+001, 4.6146655E+001, 4.7175900E+001, 4.7516674E+001, 5.0804059E-002, 5.2999552E-002, 3.1285055E-001, 2.5787207E-001, 2.4591190E-001, 2.4969815E-001, 2.9122213E-001, 3.5144935E-001, 3.6439725E-001, 3.7047162E-001, 7.9110048E+001, 9.4172106E+001, 1.1392748E+002, 1.2110032E+002, 1.1926090E+002, 8.3881919E+001, 9.1081138E+001, 1.0154866E+002, 1.0471886E+002, 1.0330875E+002
 9.3000155E+002, 5.0665888E+001, 3.1934604E+001, 3.3749247E+001, 3.4419941E+001, 3.5062405E+001, 6.7713228E+001, 6.2149228E+001, 6.0562748E+001, 6.0590212E+001, 5.9704404E+001, 5.4433500E+001, 6.3134935E+001, 5.9566677E+001, 6.4875718E+001, 6.7664725E+001, 6.9830965E+001, 7.1951866E+001, 1.6330384E-001, 1.7510062E-001, 1.0394280E+000, 9.9386612E-001, 9.6719468E-001, 9.1641990E-001, 8.7745077E-001, 9.2022404E-001, 1.0108845E+000, 1.1592475E+000, 1.3419578E+002, 1.8446030E+002, 2.3169425E+002, 2.4452998E+002, 2.4069587E+002, 1.4114699E+002, 1.7663163E+002, 2.0025836E+002, 2.0099105E+002, 1.9570550E+002
 9.4000087E+002, 6.5050393E+001, 3.2594280E+001, 3.4800264E+001, 3.6760249E+001, 4.1785053E+001, 9.1312885E+001, 8.5563297E+001, 8.5871763E+001, 8.4615379E+001, 8.3047075E+001, 7.2523505E+001, 8.8468248E+001, 8.1328603E+001, 8.7542859E+001, 9.4166620E+001, 1.0044212E+002, 1.0462946E+002, 3.4109506E-001, 2.8633709E-001, 1.7879971E+000, 1.6528812E+000, 1.5381982E+000, 1.4790393E+000, 1.0972099E+000, 1.2052673E+000, 1.3465084E+000, 1.5656233E+000, 2.2207436E+002, 2.8682057E+002, 3.5637226E+002, 3.6726883E+002, 3.6524805E+002, 2.2162681E+002, 2.7816799E+002, 2.9989048E+002, 3.0285236E+002, 2.9559049E+002
 9.5000070E+002, 8.1015986E+001, 3.4067850E+001, 3.7369936E+001, 3.9728491E+001, 5.1150599E+001, 1.2721439E+002, 1.1178612E+002, 1.1541591E+002, 1.1589501E+002, 1.1420416E+002, 1.0132176E+002, 1.2259127E+002, 1.0292840E+002, 1.1171190E+002, 1.2160636E+002, 1.3309493E+002, 1.3724028E+002, 4.9418725E-001, 3.5684240E-001, 2.7350603E+000, 2.5554322E+000, 2.4437451E+000, 2.1158634E+000, 1.8780859E+000, 1.9437897E+000, 2.1226694E+000, 2.5881787E+000, 3.0954994E+002, 3.9995562E+002, 4.6196420E+002, 4.7522971E+002, 4.7221687E+002, 3.0707628E+002, 3.6742209E+002, 3.9030620E+002, 3.9669472E+002, 3.8973328E+002
 9.6000237E+002, 1.0080537E+002, 3.6999396E+001, 4.0205667E+001, 4.1966997E+001, 5.2943855E+001, 1.7464061E+002, 1.4420313E+002, 1.4416569E+002, 1.3962601E+002, 1.3147995E+002, 1.1158167E+002, 1.6581902E+002, 1.3361723E+002, 1.4521420E+002, 1.5751710E+002, 1.7443390E+002, 1.7424197E+002, 7.7032419E-001, 5.5069893E-001, 4.0784325E+000, 3.4396089E+000, 2.9184981E+000, 2.4094142E+000, 2.7361908E+000, 2.9006866E+000, 3.0934455E+000, 3.5579991E+000, 4.6041599E+002, 5.2958875E+002, 5.7774452E+002, 5.9290586E+002, 5.9128972E+002, 3.5411568E+002, 4.3231372E+002, 4.6647099E+002, 4.7511815E+002, 4.7114047E+002
 9.7000040E+002, 1.2246007E+002, 4.0615938E+001, 4.3273810E+001, 4.6390737E+001, 5.6790017E+001, 2.2097786E+002, 1.6195914E+002, 1.5870528E+002, 1.5603150E+002, 1.5185845E+002, 1.2623322E+002, 2.0711233E+002, 1.5736888E+002, 1.7046793E+002, 1.8219731E+002, 1.9859693E+002, 1.9773128E+002, 1.0815744E+000, 7.1003693E-001, 4.8040422E+000, 4.1636529E+000, 3.8643595E+000, 3.5249575E+000, 3.4225834E+000, 3.4349321E+000, 3.5494344E+000, 3.8147739E+000, 5.5075352E+002, 6.2565899E+002, 6.8442038E+002, 7.0085137E+002, 7.0005375E+002, 4.2555847E+002, 5.0157803E+002, 5.3550051E+002, 5.4247391E+002, 5.3785763E+002
 9.8000256E+002, 1.5704811E+002, 4.5230761E+001, 4.5840158E+001, 4.8712755E+001, 5.8868562E+001, 2.7901067E+002, 1.8937282E+002, 1.8912580E+002, 1.8423974E+002, 1.7614732E+002, 1.4001695E+002, 2.5636972E+002, 1.9197315E+002, 2.0355607E+002, 2.1392651E+002, 2.2953915E+002, 2.1964737E+002, 1.5180429E+000, 9.3844086E-001, 7.0629044E+000, 6.0898886E+000, 5.1051761E+000, 4.1202231E+000, 4.7358583E+000, 4.7536622E+000, 4.9360276E+000, 5.3595984E+000, 6.6914042E+002, 7.2702070E+002, 7.7923541E+002, 7.9173207E+002, 7.8965311E+002, 4.9807729E+002, 5.7204920E+002, 6.0620567E+002, 6.1450144E+002, 6.0971409E+002
 9.9000093E+002, 1.9887545E+002, 5.3508440E+001, 5.3489448E+001, 5.7293993E+001, 6.6328944E+001, 3.5272739E+002, 2.3972302E+002, 2.3725007E+002, 2.2556874E+002, 2.1015332E+002, 1.6780859E+002, 3.2069617E+002, 2.1696223E+002, 2.3248183E+002, 2.4817222E+002, 2.6792240E+002, 2.4732807E+002, 2.2641281E+000, 1.4917433E+000, 1.0585208E+001, 8.8877107E+000, 7.5595540E+000, 6.0839798E+000, 5.7699055E+000, 5.9440630E+000, 6.3038815E+000, 6.7594740E+000, 7.5995586E+002, 8.2693019E+002, 8.8990097E+002, 8.8462617E+002, 8.7137710E+002, 5.5704345E+002, 6.3681624E+002, 6.7595506E+002, 6.8649293E+002, 6.8338977E+002
 1.0000005E+003, 2.6612137E+002, 6.0342930E+001, 6.0356251E+001, 6.2796440E+001, 8.0832379E+001, 4.4834796E+002, 2.9072673E+002, 2.7131318E+002, 2.5126258E+002, 2.3496659E+002, 1.7621796E+002, 3.8069924E+002, 2.4931718E+002, 2.6782435E+002, 2.8566647E+002, 3.0480463E+002, 2.6706151E+002, 3.1357911E+000, 1.9809401E+000, 1.4264605E+001, 1.1043224E+001, 8.7455677E+000, 6.5021077E+000, 7.6509505E+000, 7.6678854E+000, 7.7029849E+000, 7.9805884E+000, 8.2899408E+002, 8.9738085E+002, 1.0047703E+003, 1.0118194E+003, 9.9703306E+002, 6.2639879E+002, 7.0304142E+002, 7.4632130E+002, 7.5921353E+002, 7.5647191E+002
 1.0100009E+003, 3.1655751E+002, 6.9437570E+001, 6.7453274E+001, 6.7596828E+001, 9.0204054E+001, 5.2653166E+002, 3.5139948E+002, 3.1341020E+002, 2.8776975E+002, 2.6313793E+002, 1.9727017E+002, 4.3027603E+002, 2.7335146E+002, 2.9711324E+002, 3.1381312E+002, 3.2640549E+002, 2.8353783E+002, 3.6629776E+000, 2.1457287E+000, 1.6453471E+001, 1.3588574E+001, 1.1554120E+001, 9.1096353E+000, 7.5956934E+000, 7.9568137E+000, 8.2559120E+000, 8.2768190E+000, 8.6751234E+002, 9.1561768E+002, 1.0137787E+003, 1.0370439E+003, 1.0293477E+003, 6.5138585E+002, 7.2283809E+002, 7.6953323E+002, 7.8524290E+002, 7.8365809E+002
 1.0200010E+003, 3.4981260E+002, 7.8374977E+001, 7.2707897E+001, 7.1915918E+001, 9.0852006E+001, 5.6598294E+002, 3.8310535E+002, 3.4954338E+002, 3.2776058E+002, 2.9722063E+002, 2.0924364E+002, 4.6941675E+002, 3.0022163E+002, 3.2654522E+002, 3.4152856E+002, 3.4997938E+002, 3.0284330E+002, 3.6731592E+000, 2.1880949E+000, 1.5918022E+001, 1.3043386E+001, 1.0873029E+001, 8.3984357E+000, 8.7897988E+000, 8.8503521E+000, 9.0243239E+000, 9.1551765E+000, 8.9103821E+002, 9.4492273E+002, 1.0470194E+003, 1.0592202E+003, 1.0466834E+003, 6.7621132E+002, 7.5659842E+002, 8.0153222E+002, 8.1801147E+002, 8.1619839E+002
 1.0300013E+003, 3.5717882E+002, 8.1757303E+001, 7.5804150E+001, 7.3843005E+001, 9.5212458E+001, 5.6206119E+002, 3.5444526E+002, 3.3097797E+002, 3.1076480E+002, 2.8818395E+002, 2.0979575E+002, 4.9028888E+002, 3.0837709E+002, 3.2510575E+002, 3.3479142E+002, 3.4394673E+002, 3.0016574E+002, 4.0472025E+000, 2.4888383E+000, 1.3296162E+001, 1.0550697E+001, 8.7621866E+000, 7.0407905E+000, 8.0517470E+000, 7.6973414E+000, 7.4639562E+000, 7.4083245E+000, 9.0989126E+002, 9.7169022E+002, 1.0637635E+003, 1.0639260E+003, 1.0487468E+003, 6.7393438E+002, 7.5661692E+002, 8.2280612E+002, 8.4480568E+002, 8.4649384E+002
 1.0400001E+003, 3.8064169E+002, 8.6019547E+001, 8.0929124E+001, 8.1329300E+001, 9.7136544E+001, 5.8139143E+002, 3.6254391E+002, 3.3350328E+002, 3.1589305E+002, 2.8711093E+002, 2.0599420E+002, 5.0063190E+002, 3.1739218E+002, 3.3143779E+002, 3.4099469E+002, 3.4553111E+002, 3.0110458E+002, 4.1590939E+000, 2.5135227E+000, 1.7793056E+001, 1.4209347E+001, 1.1690049E+001, 8.6329792E+000, 9.3134692E+000, 9.6465729E+000, 9.8691878E+000, 9.8040128E+000, 9.2181526E+002, 9.6106622E+002, 1.0595841E+003, 1.0694619E+003, 1.0552655E+003, 7.0048685E+002, 7.6924717E+002, 8.3963504E+002, 8.6118397E+002, 8.6024389E+002
 1.0500012E+003, 4.2356025E+002, 9.1540630E+001, 8.6426144E+001, 8.4665853E+001, 9.7872976E+001, 6.2655148E+002, 4.0418580E+002, 3.7137682E+002, 3.4651446E+002, 3.0591923E+002, 2.1406000E+002, 5.1831186E+002, 3.2614762E+002, 3.4920619E+002, 3.6237205E+002, 3.6856085E+002, 3.1996888E+002, 4.3333652E+000, 2.6136612E+000, 1.7601973E+001, 1.4443873E+001, 1.2136566E+001, 9.3562310E+000, 9.5869406E+000, 9.7981510E+000, 9.9392918E+000, 9.9214517E+000, 9.3767729E+002, 9.7211635E+002, 1.0563307E+003, 1.0750156E+003, 1.0685858E+003, 7.0468805E+002, 7.8281455E+002, 8.4693868E+002, 8.6766277E+002, 8.6798109E+002
