s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
Time,TC_23,TC_20,TC_17,TC_14,TC_3,TC_22,TC_19,TC_16,TC_13,TC_11,TC_2,TC_21,TC_18,TC_15,TC_12,TC_10,TC_1,HF_10,HF_5,HF_9,HF_7,HF_4,HF_2,HF_8,HF_6,HF_3,HF_1,TC_32,TC_31,TC_30,TC_29,TC_28,TC_37,TC_36,TC_35,TC_34,TC_33
 2.1400008E+003, 3.8914967E+002, 1.9403907E+002, 1.8385714E+002, 1.7237401E+002, 1.2192932E+002, 5.6095831E+002, 4.8622267E+002, 4.6055236E+002, 4.3201108E+002, 3.9008345E+002, 2.6207086E+002, 5.3335082E+002, 2.5575878E+002, 2.6181629E+002, 2.7079819E+002, 2.8293754E+002, 2.6083482E+002, 1.4775297E+000, 1.2257784E+000, 6.3989877E+000, 6.0881010E+000, 5.7410335E+000, 5.1943419E+000, 4.9978051E+000, 5.2053123E+000, 5.4816756E+000, 5.8095569E+000, 7.4071725E+002, 8.0378008E+002, 8.3225369E+002, 8.5191803E+002, 8.6646043E+002, 6.3842722E+002, 6.5154699E+002, 7.6984832E+002, 8.6866710E+002, 8.7754686E+002
 2.1500012E+003, 2.7477384E+002, 1.5497560E+002, 1.5076755E+002, 1.4368576E+002, 1.0759692E+002, 4.3583333E+002, 3.8609567E+002, 3.6922898E+002, 3.4921148E+002, 3.1994159E+002, 2.2251133E+002, 4.4997324E+002, 2.2831371E+002, 2.3644063E+002, 2.4419062E+002, 2.5518582E+002, 2.3223464E+002, 7.6485298E-001, 6.8712096E-001, 3.2629999E+000, 3.4292435E+000, 3.6017925E+000, 3.7118852E+000, 3.1308767E+000, 3.1985854E+000, 3.3197774E+000, 3.5373767E+000, 5.8652533E+002, 6.2663055E+002, 6.3969164E+002, 6.6737952E+002, 6.9390692E+002, 5.4563380E+002, 5.4340509E+002, 6.0338310E+002, 7.3731221E+002, 7.7754333E+002
 2.1600045E+003, 2.0909659E+002, 1.2582115E+002, 1.2402188E+002, 1.1962058E+002, 9.4419068E+001, 3.5017440E+002, 3.1130196E+002, 3.0298561E+002, 2.9058094E+002, 2.7321614E+002, 1.9794368E+002, 3.8927080E+002, 2.0082216E+002, 2.0861141E+002, 2.1521545E+002, 2.2119980E+002, 2.0323926E+002, 6.2144526E-001, 5.4535724E-001, 2.5426806E+000, 2.7178053E+000, 2.9268292E+000, 3.0736255E+000, 2.4261756E+000, 2.5175452E+000, 2.6522116E+000, 2.7912212E+000, 5.2116833E+002, 5.5118374E+002, 5.5767818E+002, 5.8686897E+002, 6.1970399E+002, 4.9230892E+002, 4.8267887E+002, 5.2616759E+002, 6.3493113E+002, 6.8131503E+002
 2.1700013E+003, 1.7253237E+002, 1.0633708E+002, 1.0554076E+002, 1.0370812E+002, 8.5101141E+001, 2.9797945E+002, 2.7375005E+002, 2.7108125E+002, 2.6236417E+002, 2.4707477E+002, 1.7908220E+002, 3.4259263E+002, 1.7516064E+002, 1.8355192E+002, 1.9075574E+002, 1.9555470E+002, 1.8192673E+002, 5.4382421E-001, 5.0766388E-001, 2.5010070E+000, 2.7882505E+000, 2.9664015E+000, 3.0013392E+000, 2.1881046E+000, 2.2680752E+000, 2.3675806E+000, 2.4847999E+000, 4.7481350E+002, 5.0570873E+002, 5.0806093E+002, 5.3377929E+002, 5.6218295E+002, 4.5120450E+002, 4.4272373E+002, 4.8050278E+002, 5.6558006E+002, 6.2446900E+002
 2.1800027E+003, 1.5884420E+002, 9.1858278E+001, 9.2545024E+001, 9.1075054E+001, 7.7567164E+001, 2.6627785E+002, 2.4740549E+002, 2.4695020E+002, 2.3897212E+002, 2.2272664E+002, 1.6043516E+002, 3.0426791E+002, 1.5871021E+002, 1.6793852E+002, 1.7555355E+002, 1.8101026E+002, 1.6802523E+002, 4.5630089E-001, 3.9668785E-001, 1.9608751E+000, 2.1335564E+000, 2.3181446E+000, 2.3645454E+000, 1.9746097E+000, 2.0902292E+000, 2.2594454E+000, 2.4710604E+000, 4.4136418E+002, 4.7093397E+002, 4.7022336E+002, 4.9643853E+002, 5.2754889E+002, 4.2223217E+002, 4.1143288E+002, 4.4556123E+002, 5.2992082E+002, 5.8324707E+002
 2.1900006E+003, 1.4714068E+002, 8.0068474E+001, 8.2063107E+001, 8.2013977E+001, 7.3952665E+001, 2.4111507E+002, 2.2427766E+002, 2.2269333E+002, 2.1654253E+002, 2.0383882E+002, 1.4926960E+002, 2.6763425E+002, 1.4425911E+002, 1.5278738E+002, 1.5984458E+002, 1.6522260E+002, 1.5538064E+002, 3.9354957E-001, 3.4580658E-001, 1.7377587E+000, 1.8147684E+000, 1.9761797E+000, 2.1013465E+000, 1.6543667E+000, 1.6579207E+000, 1.7168074E+000, 1.8171088E+000, 4.1296638E+002, 4.4023231E+002, 4.4359857E+002, 4.7024380E+002, 4.9851111E+002, 3.9723898E+002, 3.8370253E+002, 4.1236098E+002, 4.8817463E+002, 5.3867955E+002
 2.2000042E+003, 1.3699137E+002, 7.2057106E+001, 7.4782359E+001, 7.4862252E+001, 7.1099797E+001, 2.2480921E+002, 2.0543002E+002, 2.0714297E+002, 2.0405938E+002, 1.9478954E+002, 1.4363220E+002, 2.4004349E+002, 1.3257881E+002, 1.4039041E+002, 1.4707800E+002, 1.5269076E+002, 1.4546735E+002, 4.0785489E-001, 3.7893428E-001, 1.9231495E+000, 2.1039961E+000, 2.2433577E+000, 2.3371528E+000, 1.5555485E+000, 1.5890877E+000, 1.6859744E+000, 1.8144406E+000, 3.9709202E+002, 4.2155745E+002, 4.1934685E+002, 4.4552071E+002, 4.7487672E+002, 3.7702215E+002, 3.6163101E+002, 3.9076614E+002, 4.7066224E+002, 5.1535208E+002
 2.2100034E+003, 1.2825403E+002, 6.7007253E+001, 7.0814842E+001, 7.1682066E+001, 7.0392239E+001, 2.1106958E+002, 1.9965068E+002, 2.0120371E+002, 1.9788385E+002, 1.8931919E+002, 1.3953035E+002, 2.2001171E+002, 1.2331647E+002, 1.3095132E+002, 1.3676550E+002, 1.4204732E+002, 1.3784708E+002, 3.3906022E-001, 3.4411542E-001, 1.7741325E+000, 1.9385622E+000, 2.1135136E+000, 2.2393669E+000, 1.4761444E+000, 1.5379479E+000, 1.6091851E+000, 1.7266871E+000, 3.7189554E+002, 3.9869014E+002, 3.9863718E+002, 4.2382134E+002, 4.4963326E+002, 3.4590228E+002, 3.3913644E+002, 3.7059909E+002, 4.5178083E+002, 5.0550673E+002
 2.2200013E+003, 1.2361039E+002, 6.1281592E+001, 6.5028632E+001, 6.7281381E+001, 6.7067338E+001, 2.0085202E+002, 1.9293547E+002, 1.9449301E+002, 1.9155375E+002, 1.8272480E+002, 1.3232990E+002, 2.0784411E+002, 1.1892983E+002, 1.2709332E+002, 1.3232265E+002, 1.3873744E+002, 1.3563949E+002, 2.9419111E-001, 2.8285219E-001, 1.6602575E+000, 1.8591682E+000, 1.9816910E+000, 2.0154873E+000, 1.3481437E+000, 1.4227480E+000, 1.4923355E+000, 1.6126343E+000, 3.5343242E+002, 3.8265576E+002, 3.7602002E+002, 4.0494419E+002, 4.3639300E+002, 3.2227144E+002, 3.1712119E+002, 3.4660942E+002, 4.1867728E+002, 4.8072639E+002
 2.2300001E+003, 1.2039925E+002, 5.7264590E+001, 6.0474258E+001, 6.3373139E+001, 6.5037647E+001, 1.9114784E+002, 1.8538524E+002, 1.8733656E+002, 1.8399150E+002, 1.7378347E+002, 1.2268706E+002, 1.9555608E+002, 1.1487259E+002, 1.2299078E+002, 1.2771774E+002, 1.3451727E+002, 1.3213375E+002, 2.8298707E-001, 2.6377530E-001, 1.4290066E+000, 1.5885622E+000, 1.7572051E+000, 1.8359984E+000, 1.3308865E+000, 1.4020712E+000, 1.4473830E+000, 1.5642253E+000, 3.3841248E+002, 3.6724974E+002, 3.5996456E+002, 3.8321427E+002, 4.1135855E+002, 3.0841579E+002, 3.0288222E+002, 3.2868204E+002, 3.9846218E+002, 4.5742185E+002
 2.2400040E+003, 1.1502396E+002, 5.4639366E+001, 5.7443486E+001, 6.0993516E+001, 6.4128064E+001, 1.8328362E+002, 1.7759310E+002, 1.7888877E+002, 1.7550400E+002, 1.6594034E+002, 1.1951168E+002, 1.8351511E+002, 1.1264782E+002, 1.2025785E+002, 1.2439152E+002, 1.3070325E+002, 1.2619445E+002, 2.8071190E-001, 2.6450355E-001, 1.5324315E+000, 1.6625118E+000, 1.7761353E+000, 1.8376391E+000, 1.2618251E+000, 1.3138881E+000, 1.4013470E+000, 1.5699784E+000, 3.2704933E+002, 3.5115334E+002, 3.4403112E+002, 3.6605053E+002, 3.9415365E+002, 3.0168777E+002, 2.9482767E+002, 3.1683837E+002, 3.8526856E+002, 4.4497446E+002
 2.2500057E+003, 1.1047990E+002, 5.2746110E+001, 5.5106188E+001, 5.8426434E+001, 6.0434128E+001, 1.7396067E+002, 1.6952676E+002, 1.7123236E+002, 1.6921873E+002, 1.6097044E+002, 1.2210906E+002, 1.7641916E+002, 1.0857015E+002, 1.1570202E+002, 1.2015296E+002, 1.2698998E+002, 1.2250362E+002, 2.5074728E-001, 2.3329305E-001, 1.2020459E+000, 1.3278514E+000, 1.4611750E+000, 1.5462750E+000, 1.1122183E+000, 1.1534604E+000, 1.2022459E+000, 1.3576265E+000, 3.1477948E+002, 3.3630234E+002, 3.3108805E+002, 3.5282873E+002, 3.8086389E+002, 2.9683254E+002, 2.8763312E+002, 3.0649645E+002, 3.6839786E+002, 4.2700722E+002
 2.2600003E+003, 1.0827644E+002, 5.0725804E+001, 5.3570793E+001, 5.7058016E+001, 5.8087910E+001, 1.6491252E+002, 1.5839097E+002, 1.6115024E+002, 1.5918030E+002, 1.5072348E+002, 1.1719138E+002, 1.6852909E+002, 1.0102070E+002, 1.0737623E+002, 1.1136469E+002, 1.1835294E+002, 1.1811633E+002, 2.3942810E-001, 2.1861826E-001, 1.2225411E+000, 1.3503704E+000, 1.4468486E+000, 1.4896949E+000, 1.0220561E+000, 1.0476930E+000, 1.0635568E+000, 1.1159527E+000, 3.0278987E+002, 3.2330619E+002, 3.2008785E+002, 3.4119054E+002, 3.7186520E+002, 2.8520228E+002, 2.7822725E+002, 2.9512104E+002, 3.5275660E+002, 4.1960282E+002
 2.2700056E+003, 1.0651927E+002, 4.8828264E+001, 5.2164085E+001, 5.5735265E+001, 5.6769102E+001, 1.5740773E+002, 1.5292400E+002, 1.5418136E+002, 1.5142301E+002, 1.4416406E+002, 1.1390120E+002, 1.6014185E+002, 9.7791923E+001, 1.0404768E+002, 1.0698633E+002, 1.1218646E+002, 1.1202082E+002, 2.2003587E-001, 2.3657869E-001, 1.1251894E+000, 1.1965676E+000, 1.2984331E+000, 1.3549328E+000, 1.0247635E+000, 1.0469824E+000, 1.1202539E+000, 1.2546918E+000, 2.8974315E+002, 3.0941755E+002, 3.0817968E+002, 3.3062166E+002, 3.5846261E+002, 2.8034496E+002, 2.7213635E+002, 2.8708012E+002, 3.3790784E+002, 3.9691042E+002
 2.2800014E+003, 1.0371335E+002, 4.7117985E+001, 5.0892900E+001, 5.3916572E+001, 5.4659233E+001, 1.5301782E+002, 1.4887718E+002, 1.5002138E+002, 1.4681945E+002, 1.3930872E+002, 1.0951490E+002, 1.5246481E+002, 9.5717623E+001, 1.0197932E+002, 1.0545546E+002, 1.1104598E+002, 1.1104465E+002, 2.0585150E-001, 1.9629568E-001, 1.0881018E+000, 1.2068061E+000, 1.2958059E+000, 1.3545324E+000, 9.8953155E-001, 1.0184050E+000, 1.0571636E+000, 1.1592973E+000, 2.7976672E+002, 2.9811321E+002, 2.9717530E+002, 3.2382152E+002, 3.5280730E+002, 2.7166760E+002, 2.6387025E+002, 2.7966681E+002, 3.2746004E+002, 3.8295127E+002
 2.2900040E+003, 9.9901956E+001, 4.5690083E+001, 4.9847941E+001, 5.2979684E+001, 5.4617678E+001, 1.5017185E+002, 1.4872941E+002, 1.4941494E+002, 1.4602812E+002, 1.3862379E+002, 1.0833931E+002, 1.4647876E+002, 9.3537711E+001, 1.0100071E+002, 1.0552802E+002, 1.1230341E+002, 1.1476615E+002, 1.9501895E-001, 1.9516329E-001, 1.2294850E+000, 1.3669759E+000, 1.4978899E+000, 1.5655007E+000, 9.0101352E-001, 9.8064874E-001, 1.0432690E+000, 1.1798540E+000, 2.6965710E+002, 2.9027860E+002, 2.8775904E+002, 3.1451797E+002, 3.4108778E+002, 2.6321662E+002, 2.5567975E+002, 2.7029243E+002, 3.1645961E+002, 3.6815129E+002
 2.3000057E+003, 1.0159225E+002, 4.4747507E+001, 4.8760069E+001, 5.2560822E+001, 5.5253254E+001, 1.4702866E+002, 1.4715631E+002, 1.4789466E+002, 1.4514203E+002, 1.3881469E+002, 1.0719106E+002, 1.4202467E+002, 9.0425996E+001, 9.8194421E+001, 1.0346359E+002, 1.0968411E+002, 1.1034069E+002, 1.8893055E-001, 2.0573076E-001, 1.0687848E+000, 1.1950957E+000, 1.3019328E+000, 1.3554532E+000, 9.3809471E-001, 1.0285352E+000, 1.1287472E+000, 1.2671790E+000, 2.5773120E+002, 2.8149469E+002, 2.8103786E+002, 3.0550781E+002, 3.2973015E+002, 2.5673257E+002, 2.4826165E+002, 2.6185620E+002, 3.0770767E+002, 3.5688291E+002
 2.3100038E+003, 1.0022679E+002, 4.3678211E+001, 4.7925481E+001, 5.1863413E+001, 5.4413245E+001, 1.4497984E+002, 1.4584118E+002, 1.4826925E+002, 1.4645165E+002, 1.3928736E+002, 1.0407332E+002, 1.4121074E+002, 9.0908556E+001, 9.9333548E+001, 1.0504542E+002, 1.1096327E+002, 1.0902218E+002, 1.7229634E-001, 1.7343712E-001, 1.0890277E+000, 1.2505893E+000, 1.3931108E+000, 1.4612470E+000, 8.4924617E-001, 8.9577942E-001, 9.3816239E-001, 1.0168375E+000, 2.4844550E+002, 2.7258636E+002, 2.7008708E+002, 2.9688046E+002, 3.2689426E+002, 2.5332369E+002, 2.4277433E+002, 2.5673159E+002, 2.9571830E+002, 3.4062629E+002
 2.3200005E+003, 9.9273398E+001, 4.3197607E+001, 4.7504743E+001, 5.0573889E+001, 5.3485500E+001, 1.4087611E+002, 1.4385785E+002, 1.4737607E+002, 1.4582365E+002, 1.3889496E+002, 1.0495949E+002, 1.3594770E+002, 8.8618333E+001, 9.6247586E+001, 1.0058134E+002, 1.0548687E+002, 1.0568080E+002, 1.8487274E-001, 1.7556086E-001, 1.0732868E+000, 1.2065540E+000, 1.2924823E+000, 1.3498118E+000, 8.6378691E-001, 9.2188062E-001, 9.7230639E-001, 1.0793172E+000, 2.4168912E+002, 2.6656338E+002, 2.6204372E+002, 2.8608091E+002, 3.1701177E+002, 2.4251843E+002, 2.3408260E+002, 2.4637728E+002, 2.8813287E+002, 3.3451286E+002
 2.3300026E+003, 9.5657720E+001, 4.2701571E+001, 4.7000411E+001, 4.9688509E+001, 5.3601967E+001, 1.3605713E+002, 1.3897615E+002, 1.4185411E+002, 1.3981474E+002, 1.3329491E+002, 1.0048913E+002, 1.3218671E+002, 8.7735420E+001, 9.5039425E+001, 9.9011084E+001, 1.0404661E+002, 1.0460502E+002, 1.6617722E-001, 1.7804575E-001, 1.0158775E+000, 1.1189448E+000, 1.2212239E+000, 1.2656318E+000, 8.0325577E-001, 8.5227068E-001, 8.8621679E-001, 9.6180796E-001, 2.3097718E+002, 2.5661504E+002, 2.5342121E+002, 2.7789832E+002, 3.0998205E+002, 2.2962079E+002, 2.2377111E+002, 2.3677271E+002, 2.8093969E+002, 3.2513737E+002
 2.3400043E+003, 9.1579945E+001, 4.1917278E+001, 4.6310753E+001, 4.9391105E+001, 5.4829105E+001, 1.3353302E+002, 1.3818421E+002, 1.4044486E+002, 1.3876661E+002, 1.3258945E+002, 9.9131716E+001, 1.2593486E+002, 8.5684414E+001, 9.1875960E+001, 9.5086402E+001, 9.9508770E+001, 1.0090874E+002, 1.5116157E-001, 1.4951289E-001, 9.8285736E-001, 1.1373838E+000, 1.2504266E+000, 1.3187899E+000, 7.7934818E-001, 7.8773356E-001, 8.1268425E-001, 9.2732413E-001, 2.2773377E+002, 2.4875423E+002, 2.4701845E+002, 2.7073078E+002, 2.9690375E+002, 2.2419106E+002, 2.1922022E+002, 2.3040994E+002, 2.6825015E+002, 3.0968626E+002
 2.3500006E+003, 8.8451079E+001, 4.1089255E+001, 4.4961373E+001, 4.8093630E+001, 5.3279252E+001, 1.3071295E+002, 1.3646710E+002, 1.3870066E+002, 1.3684769E+002, 1.3033255E+002, 1.0004616E+002, 1.2217543E+002, 8.3680418E+001, 8.9587953E+001, 9.2952118E+001, 9.8226021E+001, 1.0036984E+002, 1.4173292E-001, 1.4296456E-001, 9.4278824E-001, 1.0298356E+000, 1.1339898E+000, 1.1839130E+000, 7.3072501E-001, 7.8290370E-001, 8.2153711E-001, 9.1200158E-001, 2.2226960E+002, 2.4010552E+002, 2.3995567E+002, 2.6371027E+002, 2.8660437E+002, 2.2129219E+002, 2.1326452E+002, 2.2503091E+002, 2.6413906E+002, 3.0034648E+002
 2.3600011E+003, 8.7623703E+001, 4.0675207E+001, 4.4157895E+001, 4.7226356E+001, 5.1754310E+001, 1.2887139E+002, 1.3415382E+002, 1.3583242E+002, 1.3453195E+002, 1.2833753E+002, 9.7957998E+001, 1.1946236E+002, 8.2242077E+001, 8.7551406E+001, 9.0055663E+001, 9.3968362E+001, 9.4451990E+001, 1.5943489E-001, 1.5164741E-001, 9.6482950E-001, 1.0616948E+000, 1.1736698E+000, 1.2249085E+000, 7.3000870E-001, 7.6503433E-001, 8.0887902E-001, 8.8362150E-001, 2.1377163E+002, 2.3293865E+002, 2.3287318E+002, 2.5703710E+002, 2.8016173E+002, 2.1585519E+002, 2.0881386E+002, 2.2123569E+002, 2.5754784E+002, 2.9366302E+002
 2.3700068E+003, 8.6275455E+001, 4.0984582E+001, 4.4231386E+001, 4.7034910E+001, 5.1297083E+001, 1.2767926E+002, 1.3139359E+002, 1.3238929E+002, 1.3103018E+002, 1.2535954E+002, 9.3353927E+001, 1.1875767E+002, 8.2647228E+001, 8.7704226E+001, 9.0666697E+001, 9.5127605E+001, 9.5591158E+001, 1.4074444E-001, 1.3412740E-001, 7.6394371E-001, 8.3025437E-001, 9.3886882E-001, 1.0761810E+000, 7.4721371E-001, 7.8614332E-001, 8.2944667E-001, 9.2471745E-001, 2.0670705E+002, 2.2526295E+002, 2.2743384E+002, 2.5218751E+002, 2.7871754E+002, 2.0736802E+002, 2.0314852E+002, 2.1884341E+002, 2.5384113E+002, 2.8677148E+002
 2.3800012E+003, 8.4176586E+001, 4.0355447E+001, 4.3009719E+001, 4.5406545E+001, 5.0606407E+001, 1.2065147E+002, 1.2613363E+002, 1.2796833E+002, 1.2669296E+002, 1.2245605E+002, 9.4076486E+001, 1.1694661E+002, 8.1672695E+001, 8.6080131E+001, 8.9136984E+001, 9.4631985E+001, 9.5175232E+001, 1.3544138E-001, 1.2639183E-001, 8.6308344E-001, 9.7960563E-001, 1.0904161E+000, 1.1663284E+000, 6.8045586E-001, 6.9686610E-001, 7.3146576E-001, 8.5262560E-001, 2.0113300E+002, 2.2071359E+002, 2.2166943E+002, 2.4315206E+002, 2.6707158E+002, 2.0236397E+002, 1.9634680E+002, 2.0876263E+002, 2.4288736E+002, 2.7473672E+002
 2.3900033E+003, 8.3452922E+001, 3.9908001E+001, 4.2190083E+001, 4.4732161E+001, 5.0429835E+001, 1.1736137E+002, 1.2486936E+002, 1.2843518E+002, 1.2759127E+002, 1.2279561E+002, 9.6373311E+001, 1.1396527E+002, 8.1760353E+001, 8.6118229E+001, 8.9470556E+001, 9.5120127E+001, 9.5198128E+001, 1.2857273E-001, 1.2159299E-001, 8.5301902E-001, 9.9650397E-001, 1.1026259E+000, 1.1682010E+000, 7.0000504E-001, 7.3783551E-001, 7.8513416E-001, 8.8256073E-001, 1.9609780E+002, 2.1338776E+002, 2.1479923E+002, 2.3642922E+002, 2.5884206E+002, 1.9760567E+002, 1.9330494E+002, 2.0499773E+002, 2.3695041E+002, 2.6550220E+002
 2.4000017E+003, 8.4988406E+001, 3.9256551E+001, 4.1420404E+001, 4.4467007E+001, 4.9255322E+001, 1.1482324E+002, 1.2104197E+002, 1.2438378E+002, 1.2375797E+002, 1.1939114E+002, 9.2274912E+001, 1.0982933E+002, 7.9968457E+001, 8.3954961E+001, 8.7201832E+001, 9.2039881E+001, 9.0706017E+001, 1.2043083E-001, 1.3932948E-001, 7.6605989E-001, 8.6844312E-001, 9.5977326E-001, 1.0272884E+000, 6.3211514E-001, 6.7959912E-001, 7.2084143E-001, 8.0980988E-001, 1.9346639E+002, 2.0575847E+002, 2.0857623E+002, 2.3071893E+002, 2.5264907E+002, 1.8965310E+002, 1.8772397E+002, 1.9935707E+002, 2.3019879E+002, 2.6071972E+002
 2.4100075E+003, 8.2794539E+001, 3.8948244E+001, 4.1092261E+001, 4.4346722E+001, 4.9148993E+001, 1.1431608E+002, 1.1931126E+002, 1.2253212E+002, 1.2185773E+002, 1.1708766E+002, 9.1052453E+001, 1.0566222E+002, 7.9233955E+001, 8.3818541E+001, 8.7009019E+001, 9.1195583E+001, 8.7675738E+001, 1.2227809E-001, 1.1647242E-001, 6.9986268E-001, 7.8084879E-001, 8.7799796E-001, 9.5188722E-001, 6.4019574E-001, 6.9758526E-001, 7.4088235E-001, 8.0580758E-001, 1.9000698E+002, 2.0045797E+002, 2.0336763E+002, 2.2465645E+002, 2.4849067E+002, 1.8250773E+002, 1.8109176E+002, 1.9222726E+002, 2.2322453E+002, 2.5550428E+002
 2.4200043E+003, 8.0597035E+001, 3.8550426E+001, 4.0703968E+001, 4.3578056E+001, 4.8729879E+001, 1.1255762E+002, 1.1462474E+002, 1.1787915E+002, 1.1714754E+002, 1.1244063E+002, 8.7459235E+001, 1.0445374E+002, 7.7103479E+001, 8.2266725E+001, 8.5581809E+001, 8.9931111E+001, 8.7407904E+001, 1.1701360E-001, 1.0561813E-001, 6.7525852E-001, 7.4403519E-001, 8.4442526E-001, 8.9724393E-001, 5.5581601E-001, 5.7616208E-001, 6.1055981E-001, 6.9322470E-001, 1.8615444E+002, 1.9678723E+002, 1.9814915E+002, 2.1959244E+002, 2.4038495E+002, 1.8053726E+002, 1.7614049E+002, 1.8652566E+002, 2.1767888E+002, 2.5236995E+002
 2.4300004E+003, 8.1030991E+001, 3.8104364E+001, 3.9883287E+001, 4.2294086E+001, 4.7612966E+001, 1.1005110E+002, 1.0980804E+002, 1.1291169E+002, 1.1214288E+002, 1.0782645E+002, 8.3279865E+001, 1.0024874E+002, 7.4152754E+001, 7.9170329E+001, 8.1706678E+001, 8.5482955E+001, 8.4527517E+001, 1.0916959E-001, 1.0180342E-001, 7.2256963E-001, 7.9837071E-001, 8.5606176E-001, 8.9918696E-001, 5.9542050E-001, 6.3301226E-001, 6.5280313E-001, 7.0429901E-001, 1.8079148E+002, 1.9302237E+002, 1.9343159E+002, 2.1401717E+002, 2.3284248E+002, 1.7816087E+002, 1.7419544E+002, 1.8376894E+002, 2.1248093E+002, 2.4547109E+002
 2.4400004E+003, 7.9326396E+001, 3.8497597E+001, 4.0313905E+001, 4.2437283E+001, 4.6700660E+001, 1.0904763E+002, 1.1240722E+002, 1.1535015E+002, 1.1385797E+002, 1.0909265E+002, 8.3418380E+001, 9.9186117E+001, 7.4611651E+001, 7.9515746E+001, 8.1624833E+001, 8.4716965E+001, 8.6341290E+001, 1.1735888E-001, 1.1794971E-001, 7.4282773E-001, 8.5507559E-001, 9.3548472E-001, 9.8968231E-001, 5.8042416E-001, 6.1838552E-001, 6.4210300E-001, 6.9742894E-001, 1.7705445E+002, 1.8812220E+002, 1.8852595E+002, 2.0889110E+002, 2.2857107E+002, 1.7394176E+002, 1.7050135E+002, 1.7873339E+002, 2.0650606E+002, 2.3628337E+002
 2.4500050E+003, 7.6428345E+001, 3.8289317E+001, 4.0095526E+001, 4.2222068E+001, 4.7274205E+001, 1.0485586E+002, 1.1145807E+002, 1.1425611E+002, 1.1311721E+002, 1.0826188E+002, 8.3024880E+001, 9.7785994E+001, 7.2559072E+001, 7.7172379E+001, 7.9304325E+001, 8.2431968E+001, 8.4186841E+001, 1.0939447E-001, 9.9268998E-002, 7.4854172E-001, 8.3461786E-001, 9.0336530E-001, 9.2264663E-001, 5.4196844E-001, 5.7247208E-001, 6.0226641E-001, 7.0171573E-001, 1.7141938E+002, 1.8261625E+002, 1.8576990E+002, 2.0544040E+002, 2.2313181E+002, 1.6647389E+002, 1.6409116E+002, 1.7415409E+002, 1.9982749E+002, 2.2539574E+002
 2.4600078E+003, 7.5391515E+001, 3.7968365E+001, 3.9629749E+001, 4.1673765E+001, 4.7804718E+001, 1.0337957E+002, 1.1005678E+002, 1.1215112E+002, 1.1101101E+002, 1.0624902E+002, 8.2091283E+001, 9.4178260E+001, 7.0493133E+001, 7.5154348E+001, 7.7088504E+001, 8.0985243E+001, 8.1712037E+001, 1.0459819E-001, 1.0241228E-001, 6.2500287E-001, 6.9936350E-001, 7.6842800E-001, 8.2334756E-001, 5.2547967E-001, 5.5125665E-001, 5.7028853E-001, 6.0699378E-001, 1.7098290E+002, 1.7989057E+002, 1.8070888E+002, 1.9924808E+002, 2.1764022E+002, 1.6518139E+002, 1.6108550E+002, 1.7131568E+002, 1.9450270E+002, 2.1927239E+002
 2.4700007E+003, 7.5699900E+001, 3.7643047E+001, 3.9287407E+001, 4.1143739E+001, 4.8356702E+001, 1.0221346E+002, 1.0904465E+002, 1.1057390E+002, 1.0929149E+002, 1.0451766E+002, 8.0455320E+001, 9.2419392E+001, 6.9835115E+001, 7.3573107E+001, 7.4730678E+001, 7.7580450E+001, 7.8708538E+001, 1.0078647E-001, 9.7240725E-002, 7.8192455E-001, 8.7985613E-001, 9.3552478E-001, 9.3096098E-001, 5.4274305E-001, 5.6149810E-001, 5.6306037E-001, 5.9215735E-001, 1.6869194E+002, 1.7593255E+002, 1.7661288E+002, 1.9526623E+002, 2.1300506E+002, 1.6388655E+002, 1.6076764E+002, 1.6961943E+002, 1.9255231E+002, 2.1662358E+002
 2.4800064E+003, 7.4423890E+001, 3.7627244E+001, 3.9555696E+001, 4.1359289E+001, 4.6933283E+001, 1.0323350E+002, 1.1096412E+002, 1.1231664E+002, 1.1046846E+002, 1.0479491E+002, 8.0427636E+001, 9.3148476E+001, 7.0643600E+001, 7.3891575E+001, 7.4676140E+001, 7.7506437E+001, 7.9363476E+001, 9.8788525E-002, 1.0175127E-001, 6.9606611E-001, 7.9363966E-001, 8.6778266E-001, 8.9960827E-001, 5.3119776E-001, 5.5882906E-001, 5.7869760E-001, 6.2281566E-001, 1.6557709E+002, 1.7303527E+002, 1.7361438E+002, 1.9093669E+002, 2.0828775E+002, 1.5932539E+002, 1.5778060E+002, 1.6612078E+002, 1.8962949E+002, 2.1197031E+002
 2.4900048E+003, 7.3746704E+001, 3.7507869E+001, 3.9131904E+001, 4.0925459E+001, 4.5666526E+001, 1.0553168E+002, 1.0979903E+002, 1.1077219E+002, 1.0895656E+002, 1.0363504E+002, 8.0652364E+001, 8.9573444E+001, 7.0298210E+001, 7.3462055E+001, 7.4415149E+001, 7.6914438E+001, 7.7429066E+001, 1.0502273E-001, 9.8856678E-002, 6.8945270E-001, 7.4201807E-001, 7.6842708E-001, 7.6152063E-001, 4.9176097E-001, 5.0963369E-001, 5.3903320E-001, 5.8223013E-001, 1.6260193E+002, 1.6934464E+002, 1.6965095E+002, 1.8505180E+002, 2.0127180E+002, 1.5646697E+002, 1.5498637E+002, 1.6324919E+002, 1.8456167E+002, 2.0701690E+002
